product_id,manufacturer,mpn,description,category,raw_specs
SCALE-0797,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0798,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0799,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0800,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0801,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0802,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0803,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0804,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0805,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0806,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0807,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0808,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0809,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0810,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0811,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0812,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0813,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0814,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0815,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0816,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0817,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0818,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0819,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0820,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0821,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0822,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0823,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0824,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0825,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0826,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0827,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0828,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0829,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0830,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0831,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0832,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0833,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0834,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0835,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0836,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0837,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0838,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0839,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0840,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0841,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0842,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0843,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0844,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0845,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0846,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0847,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0848,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0849,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0850,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0851,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0852,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0853,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0854,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0855,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0856,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0857,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0858,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0859,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0860,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0861,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0862,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0863,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0864,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0865,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0866,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0867,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0868,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0869,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0870,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0871,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0872,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0873,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0874,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0875,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0876,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0877,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0878,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0879,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0880,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0881,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0882,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0883,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0884,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0885,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0886,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0887,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0888,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0889,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0890,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0891,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0892,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0893,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0894,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0895,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0896,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0897,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0898,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0899,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0900,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0901,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0902,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0903,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0904,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0905,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0906,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0907,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0908,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0909,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0910,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0911,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0912,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0913,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0914,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0915,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0916,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0917,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0918,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0919,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0920,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0921,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0922,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0923,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0924,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0925,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0926,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0927,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0928,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0929,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0930,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0931,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0932,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0933,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0934,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0935,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0936,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0937,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0938,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0939,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0940,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0941,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0942,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0943,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0944,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0945,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0946,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0947,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0948,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0949,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0950,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0951,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0952,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0953,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0954,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0955,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0956,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0957,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0958,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0959,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0960,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0961,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0962,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0963,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0964,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0965,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0966,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0967,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0968,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0969,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0970,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0971,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0972,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0973,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0974,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0975,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0976,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0977,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0978,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0979,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0980,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0981,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0982,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0983,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0984,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0985,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0986,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0987,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0988,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0989,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0990,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0991,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0992,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0993,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0994,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0995,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0996,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0997,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0998,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0999,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-1000,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
